payment_id,student_id,amount,payment_date,payment_method
7787,3130,495.73,2022-05-21,Cash
7788,16830,629.7,2012-05-24,Credit Card
7789,14638,484.34,2020-02-12,Credit Card
7790,5518,745.4,2025-08-20,Bank Transfer
7791,15640,198.26,2010-04-18,Bank Transfer
7792,15516,287.33,2019-06-23,PayPal
7793,876,329.27,2023-06-09,Cash
7794,2103,366.65,2009-04-09,PayPal
7795,10983,569.7,2020-01-12,PayPal
7796,652,568.32,2021-11-17,PayPal
7797,11029,817.03,2010-03-27,Credit Card
7798,15628,505.92,2024-12-09,Credit Card
7799,5144,661.98,2009-06-08,PayPal
7800,6022,297.22,2016-01-13,PayPal
7801,15254,572.9,2008-05-07,Cash
7802,8782,757.95,2019-01-23,Credit Card
7803,9562,629.7,2014-08-13,PayPal
7804,731,262.42,2018-10-13,PayPal
7805,4437,704.88,2017-06-14,Bank Transfer
7806,40,220.55,2010-08-20,PayPal
7807,3095,662.0,2021-07-31,Bank Transfer
7808,11997,823.91,2020-04-23,Bank Transfer
7809,6140,658.77,2018-03-13,PayPal
7810,16070,165.25,2020-11-25,PayPal
7811,17561,218.15,2012-01-25,Bank Transfer
7812,2492,458.65,2023-01-25,Bank Transfer
7813,3401,320.75,2013-02-28,PayPal
7814,3615,354.62,2024-02-12,PayPal
7815,2670,784.67,2015-05-08,Bank Transfer
7816,14533,425.89,2013-05-31,Bank Transfer
7817,16905,643.95,2016-09-01,PayPal
7818,10471,296.55,2012-05-21,Credit Card
7819,13102,283.63,2019-02-12,Bank Transfer
7820,16184,143.42,2025-06-17,PayPal
7821,11978,789.5,2009-07-17,Credit Card
7822,3498,160.83,2021-03-27,Bank Transfer
7823,10666,596.77,2011-03-22,Cash
7824,11595,437.05,2015-12-10,Bank Transfer
7825,2047,149.74,2016-02-10,PayPal
7826,14958,782.61,2017-05-18,PayPal
7827,12186,816.71,2013-12-07,Cash
7828,17366,302.27,2020-05-05,PayPal
7829,7843,763.08,2010-10-28,PayPal
7830,5213,236.38,2021-06-14,Cash
7831,2113,589.71,2009-02-26,PayPal
7832,4388,746.42,2012-07-10,Cash
7833,7396,867.65,2018-10-31,Cash
7834,11760,169.95,2020-08-07,Bank Transfer
7835,1315,374.69,2023-02-19,PayPal
7836,3086,497.06,2008-12-17,Credit Card
7837,10366,135.76,2010-10-15,PayPal
7838,12044,459.4,2020-12-19,Bank Transfer
7839,17265,770.57,2010-07-31,Bank Transfer
7840,13474,544.09,2020-11-16,Cash
7841,11165,784.67,2015-05-18,Cash
7842,2055,451.52,2020-07-02,Bank Transfer
7843,17158,794.12,2015-12-05,Cash
7844,3140,428.51,2023-12-24,Credit Card
7845,11769,199.61,2014-02-07,PayPal
7846,5010,503.3,2023-12-28,Bank Transfer
7847,14580,791.5,2025-08-01,PayPal
7848,5275,788.82,2011-12-20,Cash
7849,3041,370.64,2013-05-08,Bank Transfer
7850,161,260.76,2009-06-13,Cash
7851,8538,213.16,2015-11-07,PayPal
7852,10842,279.91,2020-12-19,PayPal
7853,414,335.02,2023-08-17,Cash
7854,15222,817.03,2010-03-14,PayPal
7855,11416,629.7,2012-05-04,Bank Transfer
7856,17420,793.5,2019-06-28,PayPal
7857,12567,428.66,2013-11-21,Cash
7858,4579,771.05,2022-04-27,Cash
7859,10215,203.71,2013-05-07,Credit Card
7860,13113,347.35,2023-07-20,Credit Card
7861,2549,444.73,2009-08-06,PayPal
7862,17362,303.5,2024-04-30,Credit Card
7863,10622,556.92,2011-03-10,PayPal
7864,16061,560.24,2010-05-10,Credit Card
7865,16309,280.39,2024-11-12,Bank Transfer
7866,233,422.01,2009-02-02,Credit Card
7867,3670,781.57,2021-05-23,Bank Transfer
7868,16268,628.06,2016-09-28,Cash
7869,5812,725.76,2013-11-16,Credit Card
7870,1836,194.61,2023-05-08,Cash
7871,8472,108.92,2022-11-10,Credit Card
7872,13011,225.08,2012-10-01,Bank Transfer
7873,1767,250.4,2018-02-15,PayPal
7874,7159,189.05,2023-10-29,Cash
7875,2950,206.02,2019-12-17,Cash
7876,11571,259.1,2016-06-03,PayPal
7877,2809,847.31,2015-10-06,Credit Card
7878,4542,489.75,2014-01-26,Bank Transfer
7879,15636,357.17,2018-10-29,Cash
7880,12793,772.93,2025-06-13,PayPal
7881,17045,258.39,2023-02-19,Bank Transfer
7882,10105,228.45,2020-04-14,PayPal
7883,4473,191.05,2013-07-01,Cash
7884,17374,290.71,2021-01-19,Cash
7885,12580,199.61,2014-02-25,Bank Transfer
7886,12783,354.62,2024-02-13,Credit Card
7887,17288,132.3,2013-07-07,Credit Card
7888,13967,482.22,2022-08-20,Cash
7889,14017,234.26,2016-07-02,Cash
7890,11400,770.57,2010-08-17,Bank Transfer
7891,7384,765.4,2025-07-01,Credit Card
7892,11227,179.62,2021-02-04,Cash
7893,10872,213.48,2023-08-26,PayPal
7894,14688,719.26,2021-01-08,PayPal
7895,7449,827.27,2021-08-05,Bank Transfer
7896,263,628.31,2014-12-13,Credit Card
7897,8649,759.85,2025-07-06,Bank Transfer
7898,13259,603.33,2019-07-04,Credit Card
7899,1227,642.4,2018-08-27,PayPal
7900,16704,188.67,2012-09-17,PayPal
7901,6570,121.47,2024-03-27,Cash
7902,76,771.05,2022-04-16,Bank Transfer
7903,2653,494.55,2020-07-05,Credit Card
7904,2721,265.17,2015-01-24,Credit Card
7905,1556,199.83,2019-01-12,Bank Transfer
7906,5280,865.0,2021-11-19,Credit Card
7907,4536,888.24,2013-01-03,Cash
7908,10378,133.49,2024-10-26,Credit Card
7909,2463,179.5,2025-06-06,Cash
7910,11176,508.67,2022-06-01,Credit Card
7911,12042,259.8,2021-10-08,Cash
7912,15061,128.22,2014-11-17,Credit Card
7913,16884,591.56,2010-09-14,Bank Transfer
7914,2644,565.7,2022-11-15,Bank Transfer
7915,5893,865.0,2021-12-11,Bank Transfer
7916,910,817.53,2025-06-22,Bank Transfer
7917,5808,234.47,2013-03-09,PayPal
7918,9880,553.91,2008-06-17,Credit Card
7919,15796,896.2,2016-10-23,PayPal
7920,4234,581.62,2020-08-04,PayPal
7921,11576,567.06,2020-08-23,Bank Transfer
7922,17302,396.39,2020-08-25,Cash
7923,6726,537.5,2024-07-28,Bank Transfer
7924,6036,642.88,2019-06-23,Bank Transfer
7925,13775,668.34,2019-05-14,PayPal
7926,12250,202.28,2009-07-22,Credit Card
7927,2941,471.32,2025-07-19,Credit Card
7928,5641,249.06,2023-12-05,PayPal
7929,8297,295.43,2017-12-18,PayPal
7930,15549,821.12,2009-07-22,Credit Card
7931,3332,821.25,2009-06-01,Bank Transfer
7932,4468,501.77,2018-12-31,Bank Transfer
7933,568,888.24,2013-01-03,Bank Transfer
7934,13894,231.6,2018-05-29,Credit Card
7935,9186,494.55,2020-07-09,PayPal
7936,5888,566.38,2020-03-10,PayPal
7937,3852,710.58,2021-03-30,Credit Card
7938,12063,132.96,2011-03-13,Bank Transfer
7939,11493,188.99,2009-03-06,Credit Card
7940,4580,521.99,2022-02-14,Bank Transfer
7941,9230,215.59,2016-03-08,Bank Transfer
7942,11030,290.62,2015-12-31,Bank Transfer
7943,3151,376.7,2022-06-06,Credit Card
7944,15694,299.48,2018-01-12,Cash
7945,3663,491.25,2021-06-05,Bank Transfer
7946,5968,318.48,2008-09-07,PayPal
7947,8634,222.71,2019-10-22,PayPal
7948,16841,103.99,2010-10-30,Cash
7949,7585,210.17,2025-08-30,PayPal
7950,15971,400.32,2015-10-06,Cash
7951,3494,578.54,2021-03-17,Bank Transfer
7952,16130,726.74,2015-06-30,Cash
7953,1214,710.96,2016-07-28,PayPal
7954,9347,600.4,2010-07-06,PayPal
7955,5043,514.06,2012-06-02,PayPal
7956,13963,647.09,2023-02-24,Cash
7957,17453,765.4,2025-06-30,PayPal
7958,14205,848.24,2022-05-21,Bank Transfer
7959,12862,517.61,2010-08-28,Bank Transfer
7960,14766,147.07,2008-10-08,Cash
7961,9141,417.96,2014-10-06,Credit Card
7962,12431,647.88,2022-06-10,Bank Transfer
7963,4590,242.35,2020-10-21,Bank Transfer
7964,2024,177.15,2009-12-11,PayPal
7965,4424,528.73,2009-09-09,PayPal
7966,9021,666.91,2017-07-13,Credit Card
7967,503,228.27,2019-04-15,Cash
7968,13442,639.85,2015-01-19,Bank Transfer
7969,16671,191.05,2013-07-27,Cash
7970,14460,484.34,2020-02-16,Credit Card
7971,12470,288.5,2015-11-21,Bank Transfer
7972,146,131.55,2012-04-29,Cash
7973,13521,573.12,2025-06-07,PayPal
7974,14963,836.76,2017-09-07,Cash
7975,2077,560.84,2011-03-08,Cash
7976,4482,538.22,2020-07-07,Cash
7977,15478,689.83,2010-08-16,PayPal
7978,14911,520.03,2014-03-11,Credit Card
7979,14260,280.73,2008-06-05,Credit Card
7980,4450,465.0,2016-05-10,Bank Transfer
7981,13136,584.14,2023-11-01,PayPal
7982,100,706.09,2024-05-10,Credit Card
7983,15717,122.52,2012-09-27,Credit Card
7984,6909,360.66,2019-05-24,Cash
7985,9615,560.57,2025-06-29,Credit Card
7986,408,428.26,2023-07-10,Cash
7987,17008,739.16,2022-04-22,Credit Card
7988,9589,199.83,2019-01-27,Bank Transfer
7989,7228,349.9,2008-08-05,Cash
7990,13030,584.46,2014-02-11,Credit Card
7991,15073,662.0,2021-06-29,Credit Card
7992,9633,250.07,2009-09-28,Credit Card
7993,5568,236.38,2021-06-22,PayPal
7994,3228,173.38,2022-12-27,Cash
7995,8576,560.24,2010-05-10,Credit Card
7996,16387,179.68,2016-12-09,Bank Transfer
7997,5988,175.69,2014-05-24,Cash
7998,11648,198.03,2025-08-24,Bank Transfer
7999,13080,688.03,2021-11-11,Bank Transfer
8000,1710,234.32,2013-06-09,PayPal
8001,14975,608.69,2018-08-03,PayPal
8002,6110,359.65,2020-03-30,Bank Transfer
8003,6546,171.46,2019-08-01,PayPal
8004,10578,765.23,2008-05-30,Cash
8005,11771,603.08,2015-11-22,Bank Transfer
8006,3235,412.46,2023-04-01,Cash
8007,13318,711.0,2013-09-27,Credit Card
8008,1651,608.45,2020-10-24,Bank Transfer
8009,15550,422.01,2009-01-17,PayPal
8010,3723,282.74,2021-10-10,Credit Card
8011,3740,403.56,2023-10-04,Cash
8012,15687,628.94,2012-04-04,Cash
8013,2233,688.03,2021-11-07,Bank Transfer
8014,15451,428.51,2023-12-25,Bank Transfer
8015,2522,568.87,2017-11-18,PayPal
8016,15736,544.25,2021-12-11,Credit Card
8017,1657,573.13,2008-07-19,PayPal
8018,9966,844.45,2011-05-19,Cash
8019,12654,563.89,2020-03-22,Bank Transfer
8020,1630,494.55,2020-07-11,Bank Transfer
8021,17402,631.54,2019-10-22,PayPal
8022,5008,551.36,2015-12-04,Cash
8023,13394,848.61,2012-08-29,Credit Card
8024,586,629.7,2014-07-30,Credit Card
8025,2227,839.39,2009-07-30,Cash
8026,8106,606.7,2009-11-22,PayPal
8027,14660,355.93,2018-08-22,Credit Card
8028,7609,331.1,2025-05-16,Credit Card
8029,8555,710.58,2021-04-02,Bank Transfer
8030,4468,674.85,2020-12-07,Bank Transfer
8031,8956,110.34,2019-01-08,Credit Card
8032,8334,376.31,2008-07-15,PayPal
8033,3212,220.55,2010-09-02,Credit Card
8034,9896,115.81,2023-11-15,Cash
8035,16535,444.73,2009-08-21,Credit Card
8036,8171,275.25,2024-04-24,Credit Card
8037,3111,405.27,2015-01-28,PayPal
8038,15850,779.75,2018-09-05,Bank Transfer
8039,3388,505.92,2024-12-19,Bank Transfer
8040,7990,777.57,2023-04-28,PayPal
8041,9869,792.52,2012-10-14,PayPal
8042,7628,496.64,2009-03-23,PayPal
8043,14199,317.39,2025-08-02,PayPal
8044,17517,230.32,2017-10-13,Bank Transfer
8045,6841,672.15,2012-06-20,Bank Transfer
8046,8854,300.51,2014-10-08,Cash
8047,13103,789.85,2020-09-19,Cash
8048,6114,617.57,2024-06-25,Credit Card
8049,794,409.41,2021-03-08,Credit Card
8050,5099,276.26,2013-09-16,Cash
8051,16564,739.16,2022-04-23,Bank Transfer
8052,14183,238.57,2009-07-18,PayPal
8053,8652,629.7,2014-07-31,PayPal
8054,7509,606.7,2009-11-07,Bank Transfer
8055,5634,753.47,2008-06-05,Cash
8056,5061,188.61,2018-11-09,PayPal
8057,13882,160.33,2014-06-26,Credit Card
8058,7147,126.29,2017-06-22,Cash
8059,14560,200.92,2016-04-13,Bank Transfer
8060,16100,792.52,2012-10-12,Credit Card
8061,14468,761.15,2024-12-27,Bank Transfer
8062,8790,543.09,2017-10-31,Cash
8063,6983,813.47,2022-10-18,Bank Transfer
8064,5483,115.87,2010-06-28,Credit Card
8065,15487,469.66,2022-12-20,Credit Card
8066,15666,405.27,2015-01-16,Cash
8067,16647,720.66,2016-02-12,Credit Card
8068,4053,123.12,2010-08-02,Credit Card
8069,110,826.23,2016-01-28,Bank Transfer
8070,104,623.4,2008-07-17,Cash
8071,3650,265.51,2015-07-09,Credit Card
8072,4509,813.47,2022-11-05,Bank Transfer
8073,17123,494.81,2014-12-16,Credit Card
8074,4097,400.95,2017-12-04,PayPal
8075,4982,140.14,2015-01-14,Bank Transfer
8076,8366,514.06,2012-06-05,PayPal
8077,6385,546.46,2017-05-09,Credit Card
8078,9128,772.93,2025-06-15,Credit Card
8079,10413,579.81,2015-06-19,Cash
8080,1456,691.47,2008-04-24,Credit Card
8081,3616,520.99,2011-09-17,Cash
8082,3040,546.96,2016-04-13,PayPal
8083,16145,538.34,2012-06-19,Credit Card
8084,10319,826.41,2016-03-05,Bank Transfer
8085,13128,809.41,2024-08-03,Cash
8086,7077,844.88,2014-01-22,Credit Card
8087,11726,262.78,2011-01-13,Bank Transfer
8088,3844,811.29,2019-03-10,Bank Transfer
8089,14262,400.32,2015-10-30,PayPal
8090,7153,781.4,2025-09-16,Cash
8091,5120,101.6,2025-04-04,PayPal
8092,16099,361.74,2022-04-22,PayPal
8093,7847,189.05,2023-10-27,Credit Card
8094,11363,262.1,2020-06-04,PayPal
8095,8632,881.42,2018-01-17,Bank Transfer
8096,15964,235.57,2011-10-10,Credit Card
8097,8651,489.74,2025-01-13,Credit Card
8098,16594,278.15,2020-10-28,Credit Card
8099,17454,284.4,2020-02-01,Bank Transfer
8100,11605,834.53,2025-07-09,Bank Transfer
8101,4164,492.74,2020-11-06,Bank Transfer
8102,7331,239.09,2017-07-11,PayPal
8103,10423,787.05,2020-09-17,Bank Transfer
8104,16130,381.31,2014-03-25,Bank Transfer
8105,1663,148.88,2013-10-26,Cash
8106,3229,625.75,2012-02-05,PayPal
8107,7666,476.16,2018-04-18,PayPal
8108,15055,494.81,2014-11-22,Bank Transfer
8109,3489,590.86,2012-11-11,Credit Card
8110,1909,446.47,2013-08-17,Cash
8111,10573,416.46,2021-06-20,Credit Card
8112,15550,257.16,2019-01-25,Bank Transfer
8113,5055,132.41,2019-12-18,PayPal
8114,2483,196.75,2024-10-29,PayPal
8115,5959,122.52,2012-10-19,Credit Card
8116,11295,366.6,2023-04-19,Cash
8117,13739,864.71,2023-10-15,Bank Transfer
8118,6366,794.12,2015-11-07,Bank Transfer
8119,8389,321.46,2020-08-11,PayPal
8120,6947,682.6,2017-02-06,Cash
8121,12631,112.21,2025-01-03,Cash
8122,11644,704.55,2018-10-07,Bank Transfer
8123,5935,677.94,2017-05-26,Bank Transfer
8124,3789,357.17,2018-11-15,PayPal
8125,6654,811.29,2019-02-17,Bank Transfer
8126,14525,388.09,2022-02-18,Bank Transfer
8127,4440,848.61,2012-08-08,PayPal
8128,15234,117.61,2009-03-27,Bank Transfer
8129,14013,469.66,2023-01-07,Bank Transfer
8130,573,217.25,2012-08-14,Bank Transfer
8131,12358,654.67,2009-09-11,PayPal
8132,8572,624.87,2015-10-21,PayPal
8133,9567,692.81,2025-07-10,Bank Transfer
8134,646,133.14,2017-12-12,Cash
8135,11984,309.34,2019-07-31,Cash
8136,2370,139.3,2023-11-22,Cash
8137,10551,838.51,2012-01-18,Credit Card
8138,8869,424.7,2019-04-06,Credit Card
8139,10425,783.0,2019-06-02,PayPal
8140,17294,174.77,2024-07-26,Bank Transfer
8141,6732,361.69,2019-08-09,Cash
8142,6846,711.0,2013-09-30,Cash
8143,5444,251.26,2023-10-09,Cash
8144,7427,881.42,2018-01-28,Credit Card
8145,2181,522.63,2019-05-02,Bank Transfer
8146,13897,412.59,2018-01-16,Cash
8147,17305,188.61,2018-11-24,PayPal
8148,14519,366.65,2009-03-24,PayPal
8149,16953,361.69,2019-08-29,Credit Card
8150,3984,194.95,2017-03-14,PayPal
8151,4203,469.66,2022-12-15,Cash
8152,4716,361.43,2020-06-18,PayPal
8153,6081,770.57,2010-08-06,PayPal
8154,10432,650.38,2014-03-08,Cash
8155,7674,823.67,2024-03-20,Cash
8156,15681,574.32,2011-09-23,Bank Transfer
8157,14390,258.83,2011-03-23,PayPal
8158,10119,165.38,2016-08-23,PayPal
8159,11671,803.0,2024-10-23,PayPal
8160,3850,787.5,2013-06-09,Cash
8161,6917,104.63,2023-08-01,PayPal
8162,6716,528.73,2009-09-01,Bank Transfer
8163,9200,592.86,2015-08-26,Credit Card
8164,11558,548.06,2016-03-25,Bank Transfer
8165,4758,521.99,2022-03-17,PayPal
8166,15821,765.23,2008-05-18,Cash
8167,16072,573.12,2025-06-10,Bank Transfer
8168,10817,781.23,2011-05-25,Credit Card
8169,1407,739.16,2022-04-08,Cash
8170,4276,192.26,2015-09-21,Cash
8171,844,119.76,2022-11-04,Credit Card
8172,8551,727.46,2020-09-17,Bank Transfer
8173,6451,744.99,2024-10-02,Credit Card
8174,10333,696.21,2024-01-26,Credit Card
8175,11700,174.77,2024-07-17,Bank Transfer
8176,955,288.69,2013-11-11,Bank Transfer
8177,967,579.81,2015-06-10,PayPal
8178,5183,385.05,2023-06-02,Credit Card
8179,16041,881.42,2018-01-09,Bank Transfer
8180,1025,767.26,2024-07-23,Credit Card
8181,10285,677.53,2025-09-24,Credit Card
8182,7454,318.48,2008-08-12,Cash
8183,19,131.55,2012-05-16,Credit Card
8184,16449,837.33,2023-07-21,Cash
8185,15729,231.6,2018-05-17,Credit Card
8186,3637,275.25,2024-04-18,Cash
8187,10131,112.91,2015-02-16,PayPal
8188,16535,396.39,2020-08-25,Cash
8189,4431,771.05,2022-04-22,PayPal
8190,6339,270.99,2015-03-15,PayPal
8191,16477,147.59,2009-07-04,PayPal
8192,7530,787.5,2013-05-25,Bank Transfer
8193,14737,430.0,2014-08-04,Bank Transfer
8194,5952,105.37,2015-12-02,Credit Card
8195,4207,113.05,2024-01-23,Bank Transfer
8196,11603,824.8,2009-06-21,Bank Transfer
8197,2516,827.27,2021-08-14,Cash
8198,4942,329.27,2023-07-05,PayPal
8199,8358,108.92,2022-11-12,Bank Transfer
8200,11429,114.5,2024-10-26,Cash
8201,3222,765.06,2015-07-01,Credit Card
8202,13440,537.5,2024-07-23,Credit Card
8203,17121,204.25,2025-05-07,Credit Card
8204,7359,469.66,2022-12-22,Credit Card
8205,8556,763.32,2010-07-13,Bank Transfer
8206,11786,199.61,2014-02-07,PayPal
8207,2931,711.0,2013-09-28,Cash
8208,2307,538.38,2010-07-25,Credit Card
8209,7476,227.26,2025-05-17,Bank Transfer
8210,6145,779.75,2018-09-07,Cash
8211,9047,313.96,2018-01-22,Cash
8212,9861,104.63,2023-07-27,Cash
8213,13087,179.68,2016-12-08,Credit Card
8214,415,270.99,2015-02-23,Bank Transfer
8215,8606,813.47,2022-10-26,Credit Card
8216,6866,496.64,2009-03-19,Credit Card
8217,10520,713.93,2014-04-27,Bank Transfer
8218,13017,689.78,2021-09-07,Bank Transfer
8219,8388,471.27,2016-01-10,PayPal
8220,12499,423.74,2012-05-26,Cash
8221,16187,616.95,2015-01-06,PayPal
8222,9994,591.56,2010-09-21,Bank Transfer
8223,16983,448.27,2020-11-28,Bank Transfer
8224,869,821.25,2009-06-04,Bank Transfer
8225,3407,243.0,2022-04-02,Bank Transfer
8226,2695,518.73,2024-05-27,Credit Card
8227,8315,200.92,2016-04-07,Cash
8228,11096,533.77,2009-10-12,Credit Card
8229,14955,689.48,2025-07-04,Bank Transfer
8230,1305,117.05,2013-05-21,Cash
8231,6657,217.02,2013-07-23,Cash
8232,909,443.35,2024-10-17,Credit Card
8233,2284,232.16,2012-10-01,Bank Transfer
8234,8515,789.85,2020-09-13,PayPal
8235,876,482.07,2010-01-13,Bank Transfer
8236,3265,123.66,2017-05-12,PayPal
8237,4009,411.1,2020-09-23,Cash
8238,12704,252.38,2015-12-25,PayPal
8239,7368,784.21,2017-03-22,PayPal
8240,9611,466.12,2011-09-10,Credit Card
8241,14459,471.32,2025-06-19,Bank Transfer
8242,6643,881.42,2018-01-23,Credit Card
8243,9270,661.98,2009-05-29,Credit Card
8244,5391,389.85,2025-09-08,Credit Card
8245,11251,538.34,2012-06-19,Credit Card
8246,11723,587.18,2022-12-22,Cash
8247,15942,295.62,2009-10-27,Cash
8248,7129,477.23,2022-01-18,Bank Transfer
8249,6962,227.56,2013-08-31,Credit Card
8250,15801,783.0,2019-05-10,Credit Card
8251,5511,225.14,2022-09-15,Cash
8252,15002,347.35,2023-07-31,PayPal
8253,10501,411.1,2020-10-04,Bank Transfer
8254,9795,629.7,2012-05-31,PayPal
8255,291,692.11,2022-11-19,Cash
8256,3001,801.84,2012-01-09,Cash
8257,2313,584.46,2014-02-19,Bank Transfer
8258,15162,633.75,2009-11-06,Credit Card
8259,1370,163.32,2025-06-22,PayPal
8260,16469,246.03,2013-10-16,Bank Transfer
8261,13986,562.73,2023-06-13,PayPal
8262,5680,844.18,2016-04-02,Cash
8263,16292,238.57,2009-08-07,Credit Card
8264,13515,806.09,2016-10-17,Cash
8265,5897,899.15,2011-09-29,PayPal
8266,10578,347.35,2023-07-26,PayPal
8267,4895,543.09,2017-10-31,Cash
8268,8934,666.91,2017-07-04,PayPal
8269,8698,316.55,2014-02-08,PayPal
8270,10956,217.66,2011-04-18,Credit Card
8271,13046,265.51,2015-07-20,Bank Transfer
8272,6859,232.16,2012-10-24,Cash
8273,6430,238.57,2009-07-14,Bank Transfer
8274,1729,642.4,2018-08-31,Cash
8275,11424,252.38,2015-11-30,Credit Card
8276,1111,469.71,2017-03-22,Cash
8277,15322,208.08,2019-07-23,PayPal
8278,4297,494.81,2014-12-16,Credit Card
8279,2670,463.69,2023-09-29,Cash
8280,8100,263.78,2016-05-14,PayPal
8281,4528,412.59,2018-01-06,Cash
8282,7832,147.07,2008-10-12,Cash
8283,8117,821.25,2009-05-26,Bank Transfer
8284,15498,234.32,2013-06-26,Credit Card
8285,133,851.9,2019-11-29,PayPal
8286,6203,287.33,2019-06-22,Bank Transfer
8287,4006,160.83,2021-04-13,Bank Transfer
8288,11111,570.91,2015-06-18,Cash
8289,12179,360.55,2019-11-08,Bank Transfer
8290,15596,501.77,2019-01-11,Cash
8291,14590,494.81,2014-12-10,Credit Card
8292,15306,424.08,2021-12-07,Credit Card
8293,15742,638.2,2025-07-02,Credit Card
8294,179,163.32,2025-06-15,Bank Transfer
8295,10969,132.73,2011-02-15,Cash
8296,10366,689.48,2025-06-19,Bank Transfer
8297,9269,544.25,2021-12-11,Bank Transfer
8298,5006,496.64,2009-03-24,Credit Card
8299,1594,753.47,2008-06-02,PayPal
8300,7591,563.89,2020-03-23,Bank Transfer
8301,4627,179.5,2025-05-29,Credit Card
8302,1266,442.36,2018-05-11,Credit Card
8303,12732,535.73,2017-08-09,Cash
8304,1006,344.66,2025-02-24,Cash
8305,8484,520.03,2014-03-10,Cash
8306,10293,667.73,2021-05-23,PayPal
8307,6571,562.73,2023-06-02,Cash
8308,13938,448.27,2020-11-22,Cash
8309,12984,627.18,2008-09-20,PayPal
8310,5775,200.13,2025-04-26,Cash
8311,9617,103.99,2010-10-12,Cash
8312,13308,878.76,2022-02-08,PayPal
8313,13843,674.25,2019-01-10,Cash
8314,4331,625.75,2012-01-11,Bank Transfer
8315,15291,260.52,2015-04-15,Credit Card
8316,8954,181.32,2009-03-07,PayPal
8317,13662,276.26,2013-09-21,PayPal
8318,9810,259.1,2016-05-26,Cash
8319,4822,568.87,2017-11-23,Cash
8320,15477,682.6,2017-02-20,Cash
8321,1332,286.56,2012-05-04,Cash
8322,14348,262.78,2011-01-12,Bank Transfer
8323,8626,625.75,2012-01-27,Cash
8324,2133,443.35,2024-10-08,Cash
8325,3889,631.54,2019-10-25,Cash
8326,7650,355.93,2018-07-29,Cash
8327,10625,469.71,2017-03-14,PayPal
8328,12109,497.06,2009-01-09,PayPal
8329,2364,218.02,2022-08-11,Cash
8330,6127,848.61,2012-08-02,Credit Card
8331,16775,672.93,2008-06-06,PayPal
8332,10085,782.61,2017-05-13,PayPal
8333,3619,668.78,2024-03-10,PayPal
8334,13646,400.93,2009-09-20,PayPal
8335,3513,238.57,2009-08-01,Cash
8336,16217,829.36,2022-02-18,Cash
8337,693,556.16,2025-05-21,PayPal
8338,1228,213.48,2023-09-14,Bank Transfer
8339,2786,114.27,2022-05-21,Credit Card
8340,2959,463.7,2025-06-13,Bank Transfer
8341,4236,238.84,2018-10-16,PayPal
8342,2094,627.18,2008-09-22,PayPal
8343,14677,661.98,2009-05-31,Bank Transfer
8344,8559,779.37,2020-03-01,Bank Transfer
8345,2809,544.82,2013-04-29,Bank Transfer
8346,4405,706.91,2014-03-14,Credit Card
8347,7878,795.48,2021-07-26,Credit Card
8348,14972,191.47,2020-05-10,Bank Transfer
8349,10380,250.18,2011-01-19,Cash
8350,17068,287.33,2019-07-09,Bank Transfer
8351,15343,200.51,2008-06-11,Credit Card
8352,12529,117.07,2010-01-28,Credit Card
8353,5999,236.38,2021-06-18,Bank Transfer
8354,4370,710.96,2016-08-15,Credit Card
8355,1116,498.93,2022-02-28,Credit Card
8356,1566,264.68,2011-03-14,PayPal
8357,14966,758.07,2020-09-06,PayPal
8358,3142,110.34,2019-01-12,Cash
8359,7728,786.88,2023-09-04,Credit Card
8360,17307,507.5,2020-12-13,PayPal
8361,2333,789.92,2012-08-11,Cash
8362,2675,715.06,2010-02-11,PayPal
8363,4536,491.25,2021-06-05,Bank Transfer
8364,12235,252.38,2015-12-20,Credit Card
8365,5730,298.07,2015-08-04,PayPal
8366,6583,889.38,2009-10-13,Cash
8367,15993,667.73,2021-06-04,Cash
8368,12053,671.48,2019-08-08,PayPal
8369,10927,845.46,2020-10-15,PayPal
8370,16223,133.49,2024-10-06,Cash
8371,1871,582.5,2014-10-16,Bank Transfer
8372,864,331.1,2025-04-28,Credit Card
8373,13866,412.03,2022-12-07,PayPal
8374,4534,575.23,2013-02-08,PayPal
8375,899,589.71,2009-03-23,Credit Card
8376,4046,212.57,2021-07-06,PayPal
8377,15976,112.37,2020-01-18,PayPal
8378,8214,882.67,2020-07-23,Credit Card
8379,7502,541.73,2017-06-17,Credit Card
8380,13779,160.65,2020-12-24,Cash
8381,2473,704.88,2017-06-16,Bank Transfer
8382,4256,710.58,2021-03-25,PayPal
8383,9971,608.69,2018-07-28,Credit Card
8384,15136,165.31,2023-08-25,Bank Transfer
8385,2534,196.75,2024-11-28,Bank Transfer
8386,1427,409.41,2021-02-27,Credit Card
8387,13091,553.95,2022-02-28,Cash
8388,9838,286.56,2012-05-09,Credit Card
8389,15366,508.17,2009-11-27,Credit Card
8390,14991,746.42,2012-07-26,Cash
8391,6116,637.19,2011-02-23,Cash
8392,15147,402.69,2010-05-30,PayPal
8393,10176,428.51,2023-12-27,PayPal
8394,12227,492.75,2009-02-23,Bank Transfer
8395,2706,150.4,2010-08-20,PayPal
8396,593,899.15,2011-09-11,Credit Card
8397,14676,864.4,2016-09-07,Cash
8398,14520,546.96,2016-04-23,Cash
8399,8015,112.21,2024-12-25,Cash
8400,11856,282.74,2021-10-17,Credit Card
8401,5311,396.64,2017-02-20,Bank Transfer
