enrollment_id,student_id,course_id,enrolled_on,completion_status,payment_id
9958,6912,242,2023-01-25,dropped,9958
9959,48,537,2021-07-19,completed,9959
9960,779,313,2020-10-28,dropped,9960
9961,17142,278,2010-07-25,completed,9961
9962,2065,168,2008-10-06,dropped,9962
9963,149,373,2015-12-16,dropped,9963
9964,5990,87,2019-01-08,completed,9964
9965,15055,613,2022-04-07,dropped,9965
9966,14835,612,2008-12-19,dropped,9966
9967,16074,325,2020-05-21,completed,9967
9968,16031,95,2013-11-10,completed,9968
9969,7852,381,2022-11-11,completed,9969
9970,9438,848,2008-12-16,completed,9970
9971,8071,580,2015-12-28,completed,9971
9972,6166,755,2019-02-13,completed,9972
9973,16519,769,2022-08-29,dropped,9973
9974,12758,120,2010-02-07,completed,9974
9975,2402,769,2022-08-24,dropped,9975
9976,12337,412,2010-09-15,dropped,9976
9977,14681,179,2011-04-27,completed,9977
9978,12581,896,2025-06-18,enrolled,9978
9979,3970,709,2018-02-12,completed,9979
9980,674,287,2009-03-18,dropped,9980
9981,14254,678,2010-03-07,completed,9981
9982,17412,555,2020-01-31,completed,9982
9983,4774,371,2020-06-24,completed,9983
9984,5836,287,2009-03-19,completed,9984
9985,5056,601,2016-10-25,completed,9985
9986,10410,420,2015-11-17,completed,9986
9987,14389,565,2016-01-06,completed,9987
9988,5336,139,2020-11-28,completed,9988
9989,199,810,2022-11-20,dropped,9989
9990,15812,551,2019-10-22,completed,9990
9991,16899,160,2024-08-31,completed,9991
9992,15193,226,2019-03-22,completed,9992
9993,1970,615,2019-09-05,completed,9993
9994,16725,808,2009-06-30,completed,9994
9995,7411,2,2023-12-18,dropped,9995
9996,3036,174,2020-12-10,completed,9996
9997,11441,859,2025-07-09,enrolled,9997
9998,6291,32,2023-01-20,completed,9998
9999,3138,513,2021-06-06,completed,9999
10000,16843,678,2010-03-14,completed,10000
10001,2061,475,2018-01-02,completed,10001
10002,13863,149,2022-06-12,completed,10002
10003,14654,89,2013-11-08,completed,10003
10004,17452,276,2008-08-10,dropped,10004
10005,248,146,2024-10-22,dropped,10005
10006,8682,631,2024-06-25,completed,10006
10007,7717,503,2018-07-29,completed,10007
10008,1423,781,2009-01-29,completed,10008
10009,9283,147,2016-03-25,completed,10009
10010,10425,523,2022-03-15,completed,10010
10011,7034,616,2014-02-17,completed,10011
10012,1406,810,2022-11-01,completed,10012
10013,17193,574,2021-01-08,completed,10013
10014,3358,189,2022-03-14,completed,10014
10015,10211,527,2012-11-28,completed,10015
10016,14841,617,2011-11-02,completed,10016
10017,8980,82,2009-08-28,completed,10017
10018,5992,636,2015-03-19,completed,10018
10019,3743,893,2025-05-21,enrolled,10019
10020,4691,356,2012-05-12,completed,10020
10021,14319,215,2019-07-13,completed,10021
10022,10844,324,2020-11-13,completed,10022
10023,16710,365,2021-08-28,completed,10023
10024,10103,604,2012-07-30,dropped,10024
10025,11202,749,2015-08-25,completed,10025
10026,7393,98,2023-07-24,completed,10026
10027,16861,763,2014-10-17,completed,10027
10028,17073,533,2018-11-13,completed,10028
10029,6091,814,2025-03-29,enrolled,10029
10030,14857,575,2024-01-10,completed,10030
10031,560,365,2021-09-15,completed,10031
10032,730,837,2010-03-02,completed,10032
10033,14984,160,2024-08-21,completed,10033
10034,10897,265,2011-09-13,completed,10034
10035,2901,482,2018-09-24,completed,10035
10036,4168,767,2021-12-02,completed,10036
10037,10087,61,2017-06-20,completed,10037
10038,14292,617,2011-11-10,completed,10038
10039,15525,817,2020-10-25,completed,10039
10040,14955,575,2024-01-03,completed,10040
10041,13254,543,2019-12-15,completed,10041
10042,12411,806,2010-06-18,completed,10042
10043,16889,860,2025-07-23,enrolled,10043
10044,16915,463,2013-04-28,completed,10044
10045,5368,243,2010-09-05,completed,10045
10046,13545,667,2013-12-22,completed,10046
10047,9473,311,2015-12-05,completed,10047
10048,6726,881,2025-06-21,enrolled,10048
10049,12047,634,2016-09-18,completed,10049
10050,9262,702,2020-11-30,dropped,10050
10051,3917,830,2013-12-04,completed,10051
10052,15337,425,2023-03-13,completed,10052
10053,13347,605,2020-04-16,completed,10053
10054,9542,312,2017-05-28,completed,10054
10055,11838,108,2009-10-18,completed,10055
10056,7619,65,2014-03-12,completed,10056
10057,4385,231,2009-01-29,completed,10057
10058,13308,432,2012-10-02,dropped,10058
10059,3780,811,2010-02-10,completed,10059
10060,16379,402,2022-12-02,completed,10060
10061,4230,496,2011-02-10,dropped,10061
10062,5907,177,2015-10-07,completed,10062
10063,2162,376,2009-10-29,completed,10063
10064,13321,574,2020-12-15,dropped,10064
10065,1219,18,2022-10-29,completed,10065
10066,11571,454,2019-08-25,completed,10066
10067,9531,704,2017-02-23,completed,10067
10068,4749,440,2013-03-26,completed,10068
10069,14150,853,2014-03-24,completed,10069
10070,16331,830,2013-12-23,completed,10070
10071,6436,499,2020-03-18,completed,10071
10072,13943,809,2022-04-18,completed,10072
10073,15941,812,2010-03-14,completed,10073
10074,11599,283,2016-08-05,completed,10074
10075,11990,622,2019-06-05,completed,10075
10076,6227,472,2021-10-30,completed,10076
10077,3103,544,2018-11-28,completed,10077
10078,5378,147,2016-04-01,dropped,10078
10079,11277,684,2019-07-18,completed,10079
10080,13046,749,2015-08-31,completed,10080
10081,3579,713,2024-03-07,completed,10081
10082,1568,726,2008-08-13,completed,10082
10083,13372,290,2009-11-18,completed,10083
10084,1993,283,2016-08-14,completed,10084
10085,16771,630,2009-07-31,completed,10085
10086,6725,200,2022-06-28,completed,10086
10087,4655,892,2025-08-15,enrolled,10087
10088,1245,588,2011-07-01,completed,10088
10089,13102,788,2022-09-23,completed,10089
10090,6602,145,2020-09-15,completed,10090
10091,3008,652,2018-12-28,completed,10091
10092,15104,373,2015-12-09,completed,10092
10093,8595,102,2018-07-02,completed,10093
10094,5115,457,2014-03-16,completed,10094
10095,3828,683,2023-10-20,completed,10095
10096,9338,53,2024-04-22,completed,10096
10097,17210,543,2019-11-30,completed,10097
10098,17364,676,2015-01-03,completed,10098
10099,412,766,2017-05-18,completed,10099
10100,9705,665,2015-12-21,completed,10100
10101,1051,413,2021-08-10,completed,10101
10102,16222,497,2013-07-04,completed,10102
10103,8833,114,2011-02-03,completed,10103
10104,17058,707,2014-08-25,completed,10104
10105,4174,277,2010-07-29,completed,10105
10106,5914,633,2024-05-18,completed,10106
10107,3164,348,2021-09-07,completed,10107
10108,15627,667,2013-12-21,completed,10108
10109,586,269,2010-03-29,completed,10109
10110,13612,818,2014-01-10,completed,10110
10111,8664,870,2025-09-19,enrolled,10111
10112,8439,651,2012-05-12,completed,10112
10113,12818,44,2014-02-07,dropped,10113
10114,16275,118,2023-10-31,dropped,10114
10115,5044,229,2024-10-20,completed,10115
10116,14251,469,2015-03-26,completed,10116
10117,6750,423,2009-09-22,completed,10117
10118,932,467,2009-10-03,completed,10118
10119,16406,688,2022-05-01,completed,10119
10120,17174,321,2015-08-01,completed,10120
10121,16167,315,2011-06-03,completed,10121
10122,12751,699,2019-06-17,completed,10122
10123,14233,885,2025-05-11,enrolled,10123
10124,6231,80,2024-05-16,completed,10124
10125,5036,676,2014-12-26,completed,10125
10126,10569,20,2023-12-16,completed,10126
10127,16140,464,2019-04-10,completed,10127
10128,11080,206,2015-07-22,completed,10128
10129,3888,532,2022-12-29,completed,10129
10130,11228,152,2023-12-29,completed,10130
10131,13061,557,2023-07-08,completed,10131
10132,1546,802,2012-01-21,completed,10132
10133,13633,725,2021-02-14,completed,10133
10134,6279,852,2023-09-20,dropped,10134
10135,4092,888,2025-06-10,enrolled,10135
10136,445,240,2015-10-07,completed,10136
10137,10267,896,2025-06-10,enrolled,10137
10138,7616,174,2020-11-28,completed,10138
10139,15793,656,2009-09-21,completed,10139
10140,3811,25,2019-04-13,completed,10140
10141,3666,276,2008-07-24,completed,10141
10142,5295,590,2020-10-05,completed,10142
10143,11809,888,2025-06-12,enrolled,10143
10144,11591,92,2014-11-28,completed,10144
10145,13184,614,2025-03-09,completed,10145
10146,6155,61,2017-06-26,completed,10146
10147,14924,832,2019-05-20,completed,10147
10148,185,721,2024-03-09,completed,10148
10149,5978,321,2015-07-13,completed,10149
10150,6707,565,2016-01-27,completed,10150
10151,130,327,2016-05-09,completed,10151
10152,7075,482,2018-10-05,completed,10152
10153,15572,18,2022-10-08,completed,10153
10154,10003,730,2010-04-18,dropped,10154
10155,13769,362,2011-02-21,completed,10155
10156,17005,784,2021-05-06,completed,10156
10157,14443,900,2025-09-03,enrolled,10157
10158,13750,261,2023-09-23,dropped,10158
10159,10869,727,2013-09-09,completed,10159
10160,15873,769,2022-09-07,completed,10160
10161,522,311,2015-11-29,completed,10161
10162,2579,548,2011-04-10,completed,10162
10163,16376,795,2016-08-14,completed,10163
10164,9502,210,2018-11-12,completed,10164
10165,17114,422,2009-12-12,completed,10165
10166,17124,580,2015-12-22,completed,10166
10167,546,612,2008-12-09,completed,10167
10168,15232,262,2024-12-18,dropped,10168
10169,2501,810,2022-11-05,completed,10169
10170,734,249,2009-04-08,completed,10170
10171,5592,531,2011-05-07,completed,10171
10172,17113,351,2016-02-27,completed,10172
10173,1346,204,2017-02-12,completed,10173
10174,16282,159,2020-07-11,completed,10174
10175,17071,539,2022-09-07,completed,10175
10176,16338,684,2019-07-24,completed,10176
10177,16686,606,2022-10-27,completed,10177
10178,1913,58,2020-07-27,completed,10178
10179,9316,423,2009-09-27,completed,10179
10180,2284,394,2023-10-07,completed,10180
10181,270,498,2012-09-25,completed,10181
10182,808,332,2016-03-08,completed,10182
10183,2989,370,2015-10-19,completed,10183
10184,3250,306,2014-07-11,dropped,10184
10185,3629,522,2021-07-19,completed,10185
10186,11093,806,2010-06-20,completed,10186
10187,15410,888,2025-06-12,enrolled,10187
10188,14123,275,2010-08-18,completed,10188
10189,13581,206,2015-07-20,completed,10189
10190,16571,763,2014-11-11,completed,10190
10191,13411,625,2009-08-05,completed,10191
10192,13141,865,2025-08-31,enrolled,10192
10193,14863,554,2014-02-04,completed,10193
10194,8334,410,2024-11-25,completed,10194
10195,13003,187,2021-12-16,completed,10195
10196,3976,689,2022-04-01,completed,10196
10197,1705,50,2014-02-23,dropped,10197
10198,11887,834,2010-04-19,completed,10198
10199,2709,678,2010-03-13,completed,10199
10200,2905,478,2010-01-08,completed,10200
10201,8404,807,2010-07-01,completed,10201
10202,5294,492,2021-10-16,dropped,10202
10203,13875,509,2021-10-21,completed,10203
10204,2269,789,2021-11-20,completed,10204
10205,470,533,2018-11-19,completed,10205
10206,13228,546,2011-12-31,completed,10206
10207,15357,206,2015-08-08,completed,10207
10208,12978,182,2024-07-26,completed,10208
10209,5266,458,2016-07-21,completed,10209
10210,2727,732,2024-07-31,completed,10210
10211,1739,306,2014-07-19,completed,10211
10212,16546,514,2020-08-29,completed,10212
10213,4039,55,2009-06-28,completed,10213
10214,13814,143,2025-02-05,enrolled,10214
10215,16543,509,2021-10-11,completed,10215
10216,6643,351,2016-02-25,dropped,10216
10217,8784,422,2009-12-15,completed,10217
10218,8890,200,2022-06-08,dropped,10218
10219,16548,391,2021-04-03,completed,10219
10220,4120,187,2021-12-09,completed,10220
10221,5169,51,2017-11-17,completed,10221
10222,12461,47,2009-02-21,completed,10222
10223,10958,262,2024-12-03,completed,10223
10224,15061,575,2024-01-19,completed,10224
10225,1983,226,2019-03-15,completed,10225
10226,2444,527,2012-11-30,completed,10226
10227,9016,901,2025-05-18,enrolled,10227
10228,6381,375,2017-06-05,completed,10228
10229,10282,560,2010-12-07,completed,10229
10230,1613,538,2009-08-01,completed,10230
10231,16962,266,2011-09-20,completed,10231
10232,6392,216,2024-12-30,completed,10232
10233,9108,398,2011-10-11,completed,10233
10234,7000,377,2019-02-05,completed,10234
10235,8456,70,2020-09-15,completed,10235
10236,12159,418,2012-04-26,completed,10236
10237,14730,810,2022-11-21,completed,10237
10238,14392,723,2018-12-10,completed,10238
10239,4340,456,2009-06-04,completed,10239
10240,1375,739,2013-05-09,completed,10240
10241,7173,183,2019-12-12,completed,10241
10242,9647,733,2012-03-08,completed,10242
10243,14814,12,2021-07-22,completed,10243
10244,13046,837,2010-02-13,completed,10244
10245,15348,775,2021-01-09,completed,10245
10246,832,506,2020-04-23,completed,10246
10247,6898,214,2018-11-19,completed,10247
10248,17232,785,2016-12-02,completed,10248
10249,345,47,2009-03-03,completed,10249
10250,12442,900,2025-09-10,enrolled,10250
10251,86,579,2018-12-25,completed,10251
10252,14382,741,2016-09-18,completed,10252
10253,7836,115,2023-10-18,dropped,10253
10254,7026,585,2009-03-11,completed,10254
10255,6202,301,2008-05-11,completed,10255
10256,16109,690,2024-01-25,dropped,10256
10257,4240,98,2023-07-28,completed,10257
10258,7863,265,2011-09-09,completed,10258
10259,5519,12,2021-07-24,completed,10259
10260,3973,586,2009-12-15,completed,10260
10261,575,100,2010-07-05,completed,10261
10262,8002,577,2013-12-13,completed,10262
10263,4635,634,2016-09-09,completed,10263
10264,11129,268,2024-07-04,completed,10264
10265,8823,556,2019-12-23,completed,10265
10266,354,474,2012-10-18,dropped,10266
10267,12838,705,2016-07-03,completed,10267
10268,7394,685,2010-05-16,completed,10268
10269,8383,115,2023-10-01,completed,10269
10270,5502,536,2021-01-01,completed,10270
10271,14804,698,2022-08-28,completed,10271
10272,14093,719,2018-05-24,completed,10272
10273,412,409,2016-07-19,completed,10273
10274,16628,26,2011-08-06,completed,10274
10275,11081,338,2021-07-02,completed,10275
10276,8902,644,2016-09-27,dropped,10276
10277,10206,555,2020-01-14,completed,10277
10278,14654,460,2015-05-18,completed,10278
10279,10159,461,2018-09-07,completed,10279
10280,10842,359,2019-04-19,completed,10280
10281,11305,576,2008-06-29,completed,10281
10282,5066,695,2009-05-20,completed,10282
10283,8452,115,2023-10-02,completed,10283
10284,9394,713,2024-02-17,completed,10284
10285,13614,338,2021-06-21,completed,10285
10286,15090,380,2015-10-21,completed,10286
10287,5567,679,2019-02-22,dropped,10287
10288,1452,819,2013-09-15,completed,10288
10289,4777,365,2021-09-15,completed,10289
10290,17109,742,2015-06-06,completed,10290
10291,1133,624,2012-01-03,completed,10291
10292,14192,756,2017-05-27,completed,10292
10293,3894,146,2024-10-08,completed,10293
10294,8204,872,2025-06-30,enrolled,10294
10295,14663,699,2019-06-25,completed,10295
10296,4188,779,2016-11-06,dropped,10296
10297,12726,159,2020-06-22,completed,10297
10298,8440,309,2009-05-28,completed,10298
10299,5647,243,2010-09-01,completed,10299
10300,14050,473,2017-07-07,completed,10300
10301,36,275,2010-09-06,completed,10301
10302,13122,346,2023-06-24,completed,10302
10303,1877,54,2022-05-23,completed,10303
10304,2832,488,2024-08-20,completed,10304
10305,2007,721,2024-03-02,dropped,10305
10306,16777,430,2018-11-13,completed,10306
10307,2753,617,2011-10-25,completed,10307
10308,11289,438,2011-06-04,completed,10308
10309,13164,883,2025-10-30,enrolled,10309
10310,12732,617,2011-11-06,completed,10310
10311,12608,410,2024-11-16,completed,10311
10312,2014,478,2010-01-12,completed,10312
10313,3039,779,2016-10-20,completed,10313
10314,15043,142,2010-11-03,completed,10314
10315,5613,808,2009-07-10,completed,10315
10316,13110,911,2025-05-12,enrolled,10316
10317,8727,807,2010-07-05,completed,10317
10318,11978,323,2008-06-19,completed,10318
10319,2545,487,2024-11-27,enrolled,10319
10320,15645,694,2016-01-28,completed,10320
10321,6882,101,2021-08-28,completed,10321
10322,3881,774,2024-04-26,completed,10322
10323,11809,832,2019-05-29,dropped,10323
10324,11517,752,2020-10-04,completed,10324
10325,5212,684,2019-07-23,completed,10325
10326,6972,254,2013-09-13,completed,10326
10327,13418,868,2025-07-04,enrolled,10327
10328,9747,210,2018-11-20,completed,10328
10329,6436,600,2014-01-17,completed,10329
10330,2423,260,2014-07-25,completed,10330
10331,14797,191,2015-04-06,completed,10331
10332,15681,47,2009-03-02,completed,10332
10333,8513,276,2008-08-01,completed,10333
10334,4431,575,2024-01-06,dropped,10334
10335,6719,380,2015-10-05,dropped,10335
10336,7860,206,2015-08-08,completed,10336
10337,9921,246,2023-11-05,completed,10337
10338,7032,63,2019-11-23,completed,10338
10339,7723,625,2009-07-17,completed,10339
10340,613,170,2019-07-29,dropped,10340
10341,14719,819,2013-10-14,completed,10341
10342,6626,448,2021-10-25,completed,10342
10343,680,254,2013-09-18,completed,10343
10344,5830,32,2023-01-14,completed,10344
10345,9610,270,2010-06-11,completed,10345
10346,10179,429,2023-07-20,completed,10346
10347,6283,909,2025-06-21,enrolled,10347
10348,15835,347,2012-03-20,completed,10348
10349,11284,591,2022-03-17,completed,10349
10350,5262,886,2025-07-05,enrolled,10350
10351,6899,696,2018-06-11,completed,10351
10352,4402,682,2011-01-27,dropped,10352
10353,2534,145,2020-09-06,completed,10353
10354,5418,428,2022-09-29,dropped,10354
10355,2419,198,2018-05-02,completed,10355
10356,7273,664,2025-03-11,enrolled,10356
10357,11216,827,2010-08-15,completed,10357
10358,10939,394,2023-10-16,dropped,10358
10359,6234,603,2015-10-19,completed,10359
10360,3127,171,2024-11-04,completed,10360
10361,2845,80,2024-06-06,completed,10361
10362,3720,472,2021-11-19,completed,10362
10363,11173,78,2012-01-19,completed,10363
10364,3684,586,2009-11-24,completed,10364
10365,1977,349,2014-12-18,completed,10365
10366,13640,889,2025-06-25,enrolled,10366
10367,9588,278,2010-07-26,completed,10367
10368,9128,857,2025-09-19,enrolled,10368
10369,2117,872,2025-06-05,enrolled,10369
10370,13079,467,2009-10-01,completed,10370
10371,10152,345,2018-10-17,completed,10371
10372,191,863,2025-09-09,enrolled,10372
10373,2585,210,2018-11-12,completed,10373
10374,16221,623,2015-03-25,completed,10374
10375,12683,274,2023-09-09,completed,10375
10376,10968,297,2013-04-29,completed,10376
10377,56,534,2020-06-17,completed,10377
10378,6118,461,2018-09-07,completed,10378
10379,15631,263,2016-04-15,completed,10379
10380,2614,580,2015-12-14,completed,10380
10381,12860,325,2020-05-30,completed,10381
10382,15462,25,2019-04-12,dropped,10382
10383,17412,147,2016-03-21,completed,10383
10384,12384,63,2019-11-20,completed,10384
10385,11155,43,2008-07-15,completed,10385
10386,7687,276,2008-08-14,completed,10386
10387,11067,832,2019-05-16,completed,10387
10388,17082,653,2017-10-07,completed,10388
10389,11140,409,2016-08-15,completed,10389
10390,7518,833,2019-06-17,completed,10390
10391,12074,699,2019-06-28,dropped,10391
10392,4678,422,2009-12-15,completed,10392
10393,12897,338,2021-06-22,completed,10393
10394,8873,386,2020-08-18,completed,10394
10395,9388,894,2025-06-18,enrolled,10395
10396,16328,127,2019-05-18,completed,10396
10397,14758,636,2015-03-24,dropped,10397
10398,14341,277,2010-07-21,completed,10398
10399,2475,116,2009-03-08,completed,10399
10400,7648,659,2008-05-19,completed,10400
10401,7130,881,2025-07-04,enrolled,10401
10402,2961,818,2014-01-15,completed,10402
10403,10672,880,2025-05-31,enrolled,10403
10404,1932,833,2019-07-01,completed,10404
10405,864,789,2021-12-10,completed,10405
10406,5871,255,2019-11-26,completed,10406
10407,3705,14,2016-07-30,completed,10407
10408,7879,510,2016-12-31,completed,10408
10409,17003,116,2009-02-26,completed,10409
10410,9823,563,2014-04-29,completed,10410
10411,3943,632,2016-09-28,completed,10411
10412,8317,771,2020-12-27,completed,10412
10413,12073,356,2012-06-05,dropped,10413
10414,9956,260,2014-07-29,completed,10414
10415,16561,369,2010-03-23,completed,10415
10416,633,878,2025-06-22,enrolled,10416
10417,2625,829,2016-08-06,completed,10417
10418,17474,741,2016-08-28,completed,10418
10419,528,741,2016-09-18,completed,10419
10420,7772,37,2024-05-30,dropped,10420
10421,1086,314,2023-02-26,completed,10421
10422,10539,509,2021-11-08,completed,10422
10423,15319,306,2014-06-30,completed,10423
10424,1413,503,2018-08-18,completed,10424
10425,12439,423,2009-09-30,completed,10425
10426,4592,214,2018-11-24,completed,10426
10427,9826,730,2010-04-02,completed,10427
10428,12433,58,2020-07-23,dropped,10428
10429,854,661,2010-11-02,completed,10429
10430,1487,186,2009-09-13,completed,10430
10431,13360,213,2025-01-15,completed,10431
10432,7725,316,2016-07-22,completed,10432
10433,5509,908,2025-09-22,enrolled,10433
10434,6447,385,2010-12-07,dropped,10434
10435,17509,404,2012-11-25,completed,10435
10436,7508,817,2020-10-22,completed,10436
10437,2977,867,2025-07-13,enrolled,10437
10438,2595,782,2018-11-03,completed,10438
10439,10098,154,2017-03-14,completed,10439
10440,3224,829,2016-08-26,completed,10440
10441,14338,37,2024-05-29,completed,10441
10442,9741,60,2013-10-03,completed,10442
10443,5275,772,2011-07-06,completed,10443
10444,5266,790,2011-02-26,completed,10444
10445,4181,318,2022-03-26,completed,10445
10446,8654,614,2025-03-18,completed,10446
10447,14760,503,2018-08-22,completed,10447
10448,5057,656,2009-09-27,completed,10448
10449,2966,31,2019-02-20,completed,10449
10450,11389,821,2018-01-14,completed,10450
10451,11031,103,2014-10-18,completed,10451
10452,1893,212,2015-01-27,completed,10452
10453,8697,256,2008-07-23,completed,10453
10454,8742,271,2013-04-03,completed,10454
10455,1336,21,2019-11-30,dropped,10455
10456,11193,828,2024-09-06,completed,10456
10457,9752,505,2014-10-30,completed,10457
10458,3510,669,2013-09-02,completed,10458
10459,3550,829,2016-08-04,completed,10459
10460,13086,625,2009-08-10,completed,10460
10461,14766,20,2023-12-27,completed,10461
10462,9595,86,2013-06-20,dropped,10462
10463,9058,750,2018-01-13,dropped,10463
10464,12941,469,2015-03-13,completed,10464
10465,2128,202,2016-08-02,completed,10465
10466,15134,683,2023-11-09,completed,10466
10467,861,580,2015-12-22,completed,10467
10468,5582,657,2014-03-10,completed,10468
10469,9179,526,2015-04-06,completed,10469
10470,15449,428,2022-10-01,completed,10470
10471,16979,18,2022-10-26,completed,10471
10472,16317,796,2008-11-17,completed,10472
10473,14571,286,2022-04-10,completed,10473
10474,15387,818,2014-01-18,completed,10474
10475,10623,238,2024-08-03,completed,10475
10476,14672,596,2012-08-19,dropped,10476
10477,8101,199,2012-03-23,completed,10477
10478,2117,161,2011-10-01,completed,10478
10479,7933,462,2020-12-28,completed,10479
10480,14313,886,2025-07-13,enrolled,10480
10481,5358,763,2014-11-05,completed,10481
10482,8048,117,2020-11-05,completed,10482
10483,5958,209,2015-09-16,completed,10483
10484,8088,76,2021-02-01,completed,10484
10485,7749,56,2008-05-11,completed,10485
10486,15552,414,2022-04-08,completed,10486
10487,2403,896,2025-06-13,enrolled,10487
10488,1531,363,2024-07-02,completed,10488
10489,7889,574,2020-12-26,completed,10489
10490,3565,232,2015-02-19,completed,10490
10491,7416,841,2017-08-13,completed,10491
10492,6259,431,2011-02-08,completed,10492
10493,3571,148,2012-12-07,completed,10493
10494,1789,444,2023-11-26,dropped,10494
10495,5536,779,2016-11-15,completed,10495
10496,5267,390,2013-11-25,completed,10496
10497,10721,683,2023-11-11,completed,10497
10498,6305,104,2012-08-09,completed,10498
10499,9014,588,2011-06-24,completed,10499
10500,6010,199,2012-04-15,completed,10500
10501,14573,264,2020-03-19,completed,10501
10502,10163,167,2010-03-05,dropped,10502
10503,10914,811,2010-03-03,completed,10503
10504,10839,493,2014-12-21,completed,10504
10505,3745,530,2019-09-05,completed,10505
10506,3628,808,2009-07-09,completed,10506
10507,8240,169,2020-04-09,completed,10507
10508,16335,461,2018-09-12,completed,10508
10509,2803,835,2022-12-28,completed,10509
10510,5324,741,2016-09-13,dropped,10510
10511,176,407,2012-06-17,completed,10511
10512,4355,190,2012-10-12,completed,10512
10513,9715,655,2014-01-30,completed,10513
10514,14124,313,2020-11-16,completed,10514
10515,13692,72,2019-01-17,completed,10515
10516,17459,833,2019-06-12,completed,10516
10517,1102,467,2009-10-15,dropped,10517
10518,2403,787,2020-09-22,completed,10518
10519,8364,14,2016-08-02,completed,10519
10520,11221,234,2022-04-14,completed,10520
10521,5434,172,2011-07-12,completed,10521
10522,10865,356,2012-05-20,completed,10522
10523,13356,366,2020-11-11,completed,10523
10524,9862,185,2018-07-01,completed,10524
10525,1578,99,2017-02-27,completed,10525
10526,13580,435,2019-06-20,dropped,10526
10527,12923,445,2009-08-14,completed,10527
10528,9788,504,2016-03-09,completed,10528
10529,16841,521,2022-07-31,completed,10529
10530,13049,56,2008-04-17,completed,10530
10531,9192,772,2011-07-08,completed,10531
10532,5795,715,2017-09-19,dropped,10532
10533,6395,463,2013-04-02,dropped,10533
10534,10409,604,2012-08-04,completed,10534
10535,10495,577,2013-12-09,completed,10535
10536,5812,143,2025-02-08,enrolled,10536
10537,3405,151,2015-01-18,completed,10537
10538,5655,555,2020-01-27,completed,10538
10539,1355,392,2022-02-26,completed,10539
10540,16100,194,2014-08-13,completed,10540
10541,16218,133,2010-08-22,completed,10541
10542,3225,40,2019-08-07,completed,10542
10543,9213,890,2025-06-13,enrolled,10543
10544,7061,350,2017-12-08,completed,10544
10545,14104,637,2017-12-31,completed,10545
10546,13427,665,2015-12-18,completed,10546
10547,3045,364,2008-05-01,completed,10547
10548,8842,117,2020-10-23,completed,10548
10549,3085,387,2024-02-07,dropped,10549
10550,1004,77,2010-02-12,dropped,10550
10551,13712,491,2016-05-22,completed,10551
10552,1172,492,2021-10-31,completed,10552
10553,4795,629,2014-11-27,completed,10553
10554,5470,441,2022-02-17,completed,10554
10555,5895,605,2020-04-09,dropped,10555
10556,8948,259,2022-02-23,completed,10556
10557,4312,279,2018-12-27,completed,10557
10558,1429,664,2025-03-13,enrolled,10558
10559,3487,75,2020-12-03,completed,10559
10560,8041,110,2009-07-13,completed,10560
10561,14938,798,2012-09-29,completed,10561
10562,11534,32,2023-01-27,completed,10562
10563,10395,160,2024-08-29,completed,10563
10564,11939,730,2010-04-16,completed,10564
10565,5348,167,2010-02-16,completed,10565
10566,13534,102,2018-06-24,completed,10566
10567,5226,665,2015-12-08,completed,10567
10568,6449,269,2010-04-03,completed,10568
10569,15844,692,2009-08-11,completed,10569
10570,14703,859,2025-06-25,enrolled,10570
10571,4459,529,2014-05-03,completed,10571
10572,11346,617,2011-11-07,completed,10572
10573,12585,133,2010-09-01,completed,10573
10574,10856,670,2013-12-04,completed,10574
10575,5252,602,2014-05-21,completed,10575
10576,3822,33,2013-06-07,completed,10576
10577,13972,155,2022-11-16,completed,10577
10578,548,108,2009-10-05,completed,10578
10579,5762,547,2021-05-26,completed,10579
10580,14166,222,2016-08-06,completed,10580
10581,4075,832,2019-05-31,completed,10581
10582,14482,356,2012-05-20,completed,10582
10583,11775,66,2012-02-08,completed,10583
10584,500,138,2008-11-28,completed,10584
10585,3477,27,2019-03-03,completed,10585
10586,4581,44,2014-02-04,completed,10586
10587,5218,679,2019-02-08,completed,10587
10588,10232,721,2024-03-13,completed,10588
10589,16693,870,2025-08-22,enrolled,10589
10590,5541,665,2015-12-10,dropped,10590
10591,1112,235,2024-05-15,completed,10591
10592,5004,179,2011-05-12,completed,10592
10593,10761,829,2016-08-17,completed,10593
10594,14435,359,2019-03-30,completed,10594
10595,8815,261,2023-10-15,completed,10595
10596,7986,162,2024-07-02,completed,10596
10597,13982,477,2023-07-05,completed,10597
10598,13546,221,2020-11-13,dropped,10598
10599,16296,742,2015-06-24,dropped,10599
10600,6709,669,2013-09-02,completed,10600
10601,4896,445,2009-08-12,completed,10601
10602,3190,416,2009-06-12,completed,10602
10603,2416,706,2016-10-06,completed,10603
10604,8475,893,2025-04-27,enrolled,10604
10605,7720,142,2010-10-18,completed,10605
10606,12968,354,2013-10-01,dropped,10606
10607,9846,51,2017-10-23,dropped,10607
10608,16504,655,2014-01-29,completed,10608
10609,842,472,2021-11-02,completed,10609
10610,1758,363,2024-07-05,completed,10610
10611,16603,371,2020-07-01,completed,10611
10612,470,777,2022-04-28,completed,10612
10613,462,351,2016-02-27,completed,10613
10614,16736,328,2019-12-25,completed,10614
10615,5633,86,2013-06-08,completed,10615
10616,5538,885,2025-05-11,enrolled,10616
